TIPO DE ACIDENTE,DATA,HORA,REGIÃO,COORDENADA GEOGRÁFICA,SITUAÇÃO CLIMÁTICA/LUMINOSIDADE,CONDIÇÕES DA SUPERFÍCIE DE ROLAMENTO,POSSUI SINALIZAÇÃO HORIZONTAL,POSSUI SINALIZAÇÃO VERTICAL,PRÓXIMO A EQUIPO ELETRÔNICO,HOUVE OUTROS VEÍCULOS ENVOLVIDOS,QUANTOS VEÍCULOS,HAVIA OUTROS OCUPANTES NO VEÍCULO,QUANTOS OCUPANTES,ENVOLVIDOS,FERIDOS,ÓBITOS,FOI REALIZADO O TESTE DE BAFÔMETRO,QUAL O RESULTADO,POSSUI HABILITAÇÃO,VEÍCULO TIPO,HOUVE DANOS AO PATRIMÔNIO PÚBLICO?,HOUVE DANOS AO MEIO AMBIENTE?
Atropelamento,2006-01-17,03:00,Leste,"-25.420325, -49.201523",Chuva / Noite,Molhada,Sim,Não,Sim,Sim,4,Sim,2,4,3,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2021-09-18,17:00,Leste,"-25.433116, -49.218759",Seco / Dia,Seca,Não,Sim,Não,Não,1,Sim,3,4,0,0,Sim,Positivo,Sim,Carro,Não,Não
Colisão,2017-03-11,12:00,Centro,"-25.439093, -49.286494",Seco / Dia,Molhada,Não,Não,Não,Sim,4,Não,1,1,1,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Queda de moto,2007-08-07,09:15,Leste,"-25.410038, -49.207011",Seco / Dia,Escorregadia,Sim,Sim,Sim,Não,1,Sim,2,4,3,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2018-01-12,04:45,Sul,"-25.473705, -49.297795",Seco / Noite,Escorregadia,Não,Sim,Sim,Não,1,Não,1,2,1,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2019-01-15,03:00,Sul,"-25.457258, -49.284176",Seco / Noite,Seca,Sim,Não,Não,Sim,4,Não,1,3,2,0,Sim,Negativo,Sim,Caminhão,Sim,Não
Queda de moto,2020-03-14,12:45,Oeste,"-25.418215, -49.321210",Seco / Dia,Escorregadia,Não,Sim,Sim,Não,1,Sim,2,5,2,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2023-04-30,01:45,Oeste,"-25.434641, -49.302224",Seco / Noite,Molhada,Não,Não,Não,Sim,4,Não,1,1,1,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2005-06-02,22:00,Sul,"-25.448231, -49.311744",Chuva / Noite,Seca,Não,Sim,Sim,Sim,4,Não,1,2,2,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2015-06-18,10:15,Oeste,"-25.415554, -49.313160",Seco / Dia,Escorregadia,Não,Sim,Não,Sim,2,Não,1,4,4,0,Sim,Positivo,Sim,Bicicleta,Não,Não
Atropelamento,2014-04-15,17:30,Centro,"-25.417365, -49.287226",Seco / Dia,Molhada,Não,Sim,Não,Não,1,Sim,2,2,0,0,Não,Não realizado,Sim,Moto,Sim,Não
Atropelamento,2022-02-14,23:30,Norte,"-25.389791, -49.256385",Seco / Noite,Seca,Não,Sim,Sim,Sim,2,Não,1,4,4,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2016-07-08,06:30,Leste,"-25.421759, -49.244014",Chuva / Dia,Escorregadia,Não,Não,Não,Não,1,Sim,4,1,0,0,Sim,Positivo,Sim,Ônibus,Não,Não
Colisão,2013-11-29,05:30,Norte,"-25.400515, -49.253328",Neblina / Noite,Seca,Sim,Não,Não,Sim,2,Sim,4,5,0,0,Sim,Negativo,Não,Ônibus,Sim,Sim
Colisão,2005-09-07,06:00,Norte,"-25.391147, -49.278270",Seco / Dia,Seca,Sim,Sim,Não,Sim,2,Não,1,1,1,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Capotamento,2020-12-08,07:15,Oeste,"-25.424485, -49.328599",Seco / Dia,Escorregadia,Sim,Sim,Não,Sim,2,Não,1,4,2,0,Sim,Positivo,Sim,Carro,Sim,Não
Colisão,2020-02-17,02:00,Centro,"-25.426654, -49.261248",Chuva / Noite,Escorregadia,Não,Sim,Não,Sim,3,Sim,2,2,1,0,Sim,Positivo,Sim,Moto,Não,Não
Atropelamento,2017-07-31,05:45,Oeste,"-25.421490, -49.325330",Seco / Noite,Escorregadia,Não,Sim,Não,Não,1,Sim,5,5,0,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2015-09-09,18:15,Leste,"-25.412587, -49.238315",Seco / Dia,Molhada,Sim,Não,Sim,Sim,4,Não,1,2,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2009-08-30,12:15,Centro,"-25.416491, -49.274384",Seco / Dia,Seca,Não,Não,Não,Não,1,Não,1,1,1,0,Sim,Positivo,Sim,Carro,Não,Sim
Queda de moto,2017-01-25,23:30,Leste,"-25.422547, -49.239017",Seco / Noite,Escorregadia,Não,Não,Não,Sim,2,Sim,2,3,1,0,Sim,Negativo,Sim,Moto,Não,Não
Colisão,2011-03-17,14:30,Norte,"-25.388814, -49.274760",Seco / Dia,Seca,Não,Não,Não,Sim,3,Sim,3,1,0,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2023-12-13,04:00,Centro,"-25.415814, -49.279097",Seco / Noite,Escorregadia,Não,Sim,Sim,Sim,4,Não,1,4,3,0,Sim,Negativo,Sim,Caminhão,Não,Não
Colisão,2005-03-30,02:15,Norte,"-25.402412, -49.289617",Seco / Noite,Escorregadia,Sim,Não,Não,Sim,3,Não,1,4,4,0,Sim,Negativo,Sim,Ônibus,Não,Não
Capotamento,2017-11-11,01:15,Sul,"-25.458959, -49.301311",Seco / Noite,Molhada,Sim,Sim,Não,Não,1,Sim,3,4,0,0,Sim,Negativo,Sim,Caminhão,Sim,Não
Atropelamento,2006-05-20,15:45,Leste,"-25.431796, -49.209047",Seco / Dia,Escorregadia,Sim,Não,Sim,Não,1,Não,1,5,0,0,Sim,Negativo,Sim,Ônibus,Sim,Não
Colisão,2012-01-12,18:00,Leste,"-25.419975, -49.245149",Seco / Dia,Molhada,Não,Sim,Sim,Sim,2,Sim,5,1,1,0,Não,Não realizado,Sim,Moto,Não,Sim
Colisão,2019-08-18,07:30,Centro,"-25.435758, -49.281492",Seco / Dia,Molhada,Não,Sim,Sim,Não,1,Não,1,2,0,0,Não,Não realizado,Não,Carro,Sim,Não
Atropelamento,2025-03-02,22:00,Sul,"-25.476031, -49.310918",Seco / Noite,Seca,Não,Sim,Sim,Não,1,Não,1,3,2,2,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2006-05-12,22:00,Oeste,"-25.438800, -49.313302",Chuva / Noite,Escorregadia,Sim,Sim,Sim,Não,1,Sim,5,3,1,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2014-04-16,01:15,Leste,"-25.418214, -49.244381",Seco / Noite,Escorregadia,Não,Sim,Não,Não,1,Não,1,2,2,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2017-10-10,08:15,Norte,"-25.385987, -49.248063",Seco / Dia,Seca,Não,Sim,Sim,Sim,2,Não,1,2,2,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Queda de moto,2024-10-29,13:45,Sul,"-25.447520, -49.293392",Seco / Dia,Escorregadia,Não,Não,Não,Não,1,Não,1,4,2,0,Sim,Positivo,Sim,Caminhão,Não,Não
Colisão,2010-11-13,19:30,Oeste,"-25.426999, -49.329708",Seco / Noite,Escorregadia,Sim,Não,Não,Sim,2,Sim,4,4,3,0,Não,Não realizado,Sim,Moto,Não,Não
Atropelamento,2022-04-23,20:45,Leste,"-25.410600, -49.223431",Neblina / Noite,Escorregadia,Não,Não,Não,Não,1,Não,1,4,3,0,Sim,Positivo,Sim,Caminhão,Não,Sim
Atropelamento,2015-01-16,15:00,Sul,"-25.479212, -49.290919",Seco / Dia,Seca,Não,Não,Não,Não,1,Não,1,4,3,0,Não,Não realizado,Sim,Moto,Não,Não
Atropelamento,2015-12-05,04:45,Leste,"-25.432714, -49.228960",Chuva / Noite,Molhada,Sim,Sim,Sim,Não,1,Sim,3,3,2,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2005-11-27,12:00,Sul,"-25.466375, -49.285918",Chuva / Dia,Seca,Sim,Não,Sim,Sim,2,Não,1,2,2,0,Não,Não realizado,Sim,Ônibus,Não,Não
Queda de moto,2023-10-12,17:15,Norte,"-25.392923, -49.279082",Seco / Dia,Escorregadia,Sim,Sim,Não,Não,1,Não,1,1,0,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2008-06-11,20:15,Oeste,"-25.433606, -49.325952",Seco / Noite,Escorregadia,Não,Sim,Não,Não,1,Não,1,2,2,0,Sim,Negativo,Sim,Bicicleta,Sim,Sim
Colisão,2025-01-03,00:15,Norte,"-25.400083, -49.289800",Seco / Noite,Escorregadia,Sim,Sim,Não,Sim,3,Não,1,4,4,0,Sim,Positivo,Sim,Moto,Sim,Não
Colisão,2019-05-25,00:45,Centro,"-25.426043, -49.285047",Chuva / Noite,Molhada,Não,Não,Não,Sim,4,Sim,3,5,3,0,Sim,Negativo,Sim,Moto,Sim,Não
Colisão,2017-12-07,17:00,Oeste,"-25.417641, -49.300649",Chuva / Dia,Escorregadia,Não,Sim,Sim,Sim,2,Não,1,3,3,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2008-11-02,10:15,Norte,"-25.400703, -49.278052",Chuva / Dia,Escorregadia,Não,Não,Sim,Sim,4,Não,1,3,1,0,Sim,Negativo,Sim,Moto,Sim,Não
Colisão,2013-08-11,01:15,Norte,"-25.385550, -49.281246",Chuva / Noite,Molhada,Sim,Sim,Não,Não,1,Não,1,2,1,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2005-05-16,02:45,Centro,"-25.425251, -49.280734",Chuva / Noite,Molhada,Sim,Sim,Não,Não,1,Não,1,3,1,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Capotamento,2019-03-07,08:45,Leste,"-25.437478, -49.212899",Chuva / Dia,Seca,Não,Sim,Sim,Sim,4,Não,1,1,1,0,Sim,Positivo,Sim,Moto,Não,Não
Queda de moto,2024-02-09,11:00,Norte,"-25.385028, -49.265818",Chuva / Dia,Escorregadia,Sim,Sim,Sim,Sim,3,Não,1,2,2,0,Sim,Negativo,Sim,Caminhão,Não,Não
Capotamento,2023-07-16,05:15,Centro,"-25.413694, -49.280772",Seco / Noite,Seca,Não,Sim,Não,Não,1,Sim,4,3,0,0,Sim,Positivo,Sim,Bicicleta,Sim,Não
Colisão,2005-06-05,04:00,Oeste,"-25.432311, -49.302877",Seco / Noite,Seca,Sim,Não,Não,Não,1,Não,1,1,0,0,Sim,Negativo,Sim,Bicicleta,Não,Não
Colisão,2017-02-18,19:00,Sul,"-25.445002, -49.283071",Seco / Noite,Molhada,Não,Não,Não,Sim,2,Sim,2,3,1,0,Sim,Negativo,Sim,Moto,Sim,Sim
Colisão,2019-12-08,22:15,Norte,"-25.381927, -49.248224",Seco / Noite,Seca,Não,Sim,Não,Sim,4,Não,1,4,0,0,Sim,Positivo,Sim,Carro,Não,Não
Colisão,2005-05-29,08:45,Norte,"-25.395656, -49.270974",Chuva / Dia,Seca,Não,Sim,Não,Sim,4,Sim,3,1,1,0,Sim,Negativo,Não,Ônibus,Sim,Não
Colisão,2021-12-08,02:30,Norte,"-25.394668, -49.287825",Chuva / Noite,Molhada,Não,Não,Sim,Sim,3,Não,1,2,0,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2012-09-16,01:30,Leste,"-25.421198, -49.231712",Seco / Noite,Molhada,Não,Não,Sim,Sim,3,Sim,5,2,0,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Atropelamento,2009-09-24,03:00,Oeste,"-25.427317, -49.311186",Seco / Noite,Seca,Não,Sim,Não,Sim,3,Não,1,2,2,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2005-04-27,19:45,Norte,"-25.382365, -49.243069",Seco / Noite,Seca,Sim,Não,Não,Não,1,Não,1,2,1,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Queda de moto,2011-03-25,09:45,Oeste,"-25.431092, -49.312519",Seco / Dia,Escorregadia,Não,Sim,Não,Sim,4,Não,1,2,0,0,Sim,Positivo,Sim,Ônibus,Sim,Não
Colisão,2025-02-15,23:15,Centro,"-25.438925, -49.285266",Seco / Noite,Seca,Sim,Não,Sim,Não,1,Sim,3,1,0,0,Não,Não realizado,Sim,Moto,Não,Não
Atropelamento,2005-07-14,13:00,Centro,"-25.426632, -49.272547",Seco / Dia,Seca,Sim,Sim,Sim,Não,1,Sim,3,2,1,0,Não,Não realizado,Sim,Moto,Não,Não
Queda de moto,2006-10-08,06:30,Centro,"-25.426509, -49.260844",Seco / Dia,Molhada,Não,Sim,Sim,Sim,3,Sim,4,1,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Atropelamento,2019-03-10,03:30,Oeste,"-25.413732, -49.301957",Seco / Noite,Molhada,Sim,Sim,Sim,Sim,4,Sim,5,5,3,0,Sim,Negativo,Sim,Ônibus,Não,Não
Capotamento,2018-04-06,06:00,Centro,"-25.430540, -49.281927",Seco / Dia,Escorregadia,Sim,Sim,Sim,Sim,3,Sim,5,1,1,0,Não,Não realizado,Sim,Caminhão,Não,Sim
Colisão,2008-10-15,19:30,Leste,"-25.427016, -49.204098",Seco / Noite,Seca,Sim,Não,Sim,Não,1,Sim,2,2,0,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2017-10-03,14:30,Sul,"-25.452824, -49.301010",Seco / Dia,Molhada,Sim,Sim,Não,Sim,3,Não,1,2,2,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2016-08-29,11:45,Leste,"-25.419922, -49.246532",Chuva / Dia,Seca,Sim,Não,Sim,Não,1,Não,1,1,0,0,Sim,Negativo,Sim,Carro,Sim,Não
Queda de moto,2019-09-18,12:45,Norte,"-25.388306, -49.242423",Seco / Dia,Molhada,Sim,Sim,Sim,Não,1,Sim,2,3,2,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2018-03-19,03:15,Oeste,"-25.417763, -49.336218",Chuva / Noite,Escorregadia,Não,Não,Não,Não,1,Não,1,2,2,0,Não,Não realizado,Sim,Moto,Sim,Não
Atropelamento,2019-02-13,14:00,Leste,"-25.419299, -49.219197",Chuva / Dia,Molhada,Sim,Não,Sim,Não,1,Sim,4,4,0,0,Sim,Negativo,Sim,Ônibus,Não,Não
Colisão,2014-09-07,06:15,Leste,"-25.433286, -49.216209",Chuva / Dia,Seca,Não,Sim,Não,Não,1,Não,1,1,0,0,Sim,Positivo,Sim,Carro,Sim,Sim
Queda de moto,2019-12-04,00:45,Norte,"-25.407675, -49.287336",Seco / Noite,Molhada,Não,Sim,Não,Sim,3,Não,1,4,1,1,Não,Não realizado,Sim,Bicicleta,Não,Não
Atropelamento,2012-08-01,20:00,Norte,"-25.391146, -49.262087",Chuva / Noite,Seca,Não,Não,Não,Não,1,Sim,5,3,3,0,Não,Não realizado,Sim,Caminhão,Não,Não
Capotamento,2005-07-30,14:30,Sul,"-25.471457, -49.288836",Neblina / Dia,Escorregadia,Não,Não,Sim,Não,1,Sim,2,3,3,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2014-08-04,02:30,Centro,"-25.415115, -49.279693",Seco / Noite,Escorregadia,Sim,Não,Não,Não,1,Sim,2,2,1,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Atropelamento,2024-09-15,05:00,Sul,"-25.467828, -49.291020",Seco / Noite,Escorregadia,Sim,Não,Não,Não,1,Não,1,2,2,0,Não,Não realizado,Sim,Ônibus,Não,Não
Queda de moto,2018-10-07,23:30,Oeste,"-25.410510, -49.336111",Seco / Noite,Molhada,Não,Sim,Sim,Não,1,Não,1,1,0,0,Não,Não realizado,Sim,Moto,Não,Não
Queda de moto,2014-05-07,21:30,Oeste,"-25.431304, -49.316100",Seco / Noite,Seca,Não,Não,Não,Sim,2,Não,1,1,1,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2012-07-17,21:30,Sul,"-25.443884, -49.302457",Seco / Noite,Escorregadia,Sim,Sim,Sim,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2009-11-17,12:00,Norte,"-25.384999, -49.250264",Seco / Dia,Seca,Sim,Sim,Sim,Sim,3,Não,1,3,1,0,Sim,Positivo,Sim,Moto,Sim,Não
Queda de moto,2009-01-09,05:15,Sul,"-25.449283, -49.307550",Seco / Noite,Escorregadia,Não,Não,Sim,Sim,3,Não,1,2,0,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2020-12-27,00:15,Centro,"-25.418748, -49.288922",Seco / Noite,Escorregadia,Sim,Sim,Não,Sim,4,Não,1,4,0,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2014-07-02,16:45,Centro,"-25.413880, -49.276185",Seco / Dia,Seca,Sim,Sim,Sim,Sim,3,Sim,5,4,4,0,Sim,Negativo,Sim,Moto,Não,Não
Colisão,2013-01-24,12:00,Centro,"-25.437330, -49.267679",Seco / Dia,Escorregadia,Não,Não,Não,Sim,3,Não,1,1,1,0,Não,Não realizado,Sim,Moto,Não,Sim
Colisão,2025-10-24,05:15,Norte,"-25.381306, -49.277140",Seco / Noite,Escorregadia,Não,Não,Não,Sim,2,Sim,3,1,1,0,Sim,Positivo,Não,Bicicleta,Não,Não
Capotamento,2016-12-22,03:00,Oeste,"-25.430137, -49.328141",Seco / Noite,Escorregadia,Não,Sim,Sim,Não,1,Sim,2,1,1,1,Sim,Positivo,Sim,Ônibus,Sim,Não
Capotamento,2016-05-21,19:00,Sul,"-25.475897, -49.283138",Seco / Noite,Molhada,Sim,Sim,Não,Não,1,Sim,2,1,1,0,Sim,Negativo,Não,Caminhão,Sim,Sim
Colisão,2005-02-09,11:15,Norte,"-25.396325, -49.279731",Chuva / Dia,Escorregadia,Sim,Não,Não,Sim,3,Sim,3,2,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Queda de moto,2014-04-26,07:45,Centro,"-25.421744, -49.268813",Seco / Dia,Molhada,Sim,Não,Sim,Não,1,Sim,3,3,3,0,Sim,Positivo,Sim,Ônibus,Sim,Não
Atropelamento,2008-08-13,07:15,Norte,"-25.396527, -49.272957",Chuva / Dia,Escorregadia,Sim,Sim,Sim,Sim,3,Sim,5,3,0,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2015-12-04,12:45,Centro,"-25.430002, -49.269328",Seco / Dia,Escorregadia,Não,Não,Não,Não,1,Sim,5,5,0,0,Não,Não realizado,Não,Ônibus,Não,Sim
Colisão,2013-09-27,00:30,Centro,"-25.415992, -49.265559",Seco / Noite,Seca,Não,Sim,Sim,Não,1,Sim,4,1,1,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2009-02-06,01:15,Oeste,"-25.410961, -49.323335",Chuva / Noite,Molhada,Não,Sim,Sim,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2007-10-26,01:15,Leste,"-25.412156, -49.233904",Seco / Noite,Molhada,Sim,Sim,Sim,Sim,3,Sim,4,2,2,0,Não,Não realizado,Sim,Moto,Sim,Não
Atropelamento,2018-07-04,07:30,Oeste,"-25.421621, -49.316222",Seco / Dia,Escorregadia,Sim,Não,Sim,Sim,2,Sim,5,5,5,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2013-09-12,19:30,Leste,"-25.437175, -49.249099",Seco / Noite,Seca,Sim,Sim,Sim,Sim,4,Sim,2,2,0,0,Não,Não realizado,Não,Ônibus,Não,Não
Colisão,2009-09-10,09:30,Leste,"-25.413738, -49.223893",Chuva / Dia,Molhada,Não,Não,Sim,Sim,3,Sim,3,2,2,0,Não,Não realizado,Não,Bicicleta,Sim,Não
Capotamento,2016-09-11,05:45,Centro,"-25.431504, -49.289170",Seco / Noite,Seca,Não,Sim,Não,Sim,4,Não,1,3,0,0,Não,Não realizado,Não,Ônibus,Sim,Não
Colisão,2013-08-31,13:00,Centro,"-25.439462, -49.269846",Chuva / Dia,Molhada,Não,Não,Não,Sim,3,Não,1,3,0,0,Sim,Negativo,Sim,Bicicleta,Não,Não
Colisão,2009-12-09,23:30,Centro,"-25.439163, -49.283208",Seco / Noite,Seca,Não,Não,Sim,Não,1,Não,1,2,1,0,Não,Não realizado,Sim,Moto,Sim,Não
Capotamento,2025-10-08,07:15,Oeste,"-25.436025, -49.306341",Seco / Dia,Molhada,Sim,Não,Sim,Sim,3,Não,1,2,0,0,Sim,Positivo,Sim,Moto,Sim,Não
Queda de moto,2019-10-01,21:00,Oeste,"-25.418533, -49.339809",Seco / Noite,Molhada,Não,Sim,Sim,Não,1,Sim,2,2,1,0,Não,Não realizado,Sim,Caminhão,Não,Sim
Colisão,2011-10-25,13:00,Leste,"-25.438244, -49.223963",Chuva / Dia,Molhada,Não,Sim,Sim,Sim,2,Sim,5,1,1,0,Não,Não realizado,Sim,Ônibus,Não,Não
Capotamento,2010-11-05,15:30,Leste,"-25.436851, -49.206142",Neblina / Dia,Seca,Não,Sim,Sim,Sim,3,Sim,3,2,0,0,Sim,Positivo,Sim,Bicicleta,Não,Sim
Colisão,2012-05-16,21:30,Oeste,"-25.412308, -49.337084",Seco / Noite,Escorregadia,Não,Não,Sim,Sim,4,Não,1,3,1,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Atropelamento,2020-06-13,00:15,Leste,"-25.431091, -49.200746",Seco / Noite,Escorregadia,Sim,Não,Sim,Sim,3,Sim,2,5,3,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2022-12-24,04:15,Sul,"-25.443498, -49.318799",Seco / Noite,Seca,Sim,Não,Não,Sim,3,Sim,5,2,2,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2012-10-23,03:45,Leste,"-25.418369, -49.222176",Chuva / Noite,Molhada,Sim,Sim,Sim,Sim,3,Não,1,1,1,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2017-05-02,02:45,Sul,"-25.477149, -49.281980",Chuva / Noite,Molhada,Não,Sim,Sim,Não,1,Não,1,2,2,0,Sim,Negativo,Sim,Moto,Sim,Não
Colisão,2010-09-15,12:00,Norte,"-25.396820, -49.252303",Seco / Dia,Seca,Não,Não,Não,Não,1,Não,1,1,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2016-08-24,04:15,Norte,"-25.381897, -49.281496",Neblina / Noite,Seca,Não,Não,Não,Não,1,Sim,4,2,1,0,Sim,Positivo,Não,Bicicleta,Sim,Não
Queda de moto,2013-05-13,17:45,Norte,"-25.394080, -49.256979",Chuva / Dia,Seca,Não,Não,Não,Sim,2,Sim,3,1,1,0,Não,Não realizado,Sim,Carro,Não,Não
Capotamento,2012-04-16,08:45,Norte,"-25.380114, -49.257198",Seco / Dia,Seca,Não,Não,Sim,Sim,3,Sim,2,2,1,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2005-10-24,17:15,Centro,"-25.432829, -49.260405",Neblina / Dia,Escorregadia,Sim,Sim,Não,Sim,2,Sim,4,2,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2022-06-29,08:15,Sul,"-25.467041, -49.285742",Seco / Dia,Escorregadia,Não,Não,Não,Não,1,Não,1,1,0,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2008-12-25,05:15,Norte,"-25.381158, -49.249523",Chuva / Noite,Seca,Não,Sim,Sim,Não,1,Não,1,4,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Atropelamento,2013-11-01,05:30,Leste,"-25.418693, -49.213858",Chuva / Noite,Escorregadia,Não,Não,Não,Sim,4,Sim,2,5,5,0,Não,Não realizado,Sim,Ônibus,Não,Não
Atropelamento,2019-08-11,21:15,Sul,"-25.459181, -49.281321",Seco / Noite,Molhada,Não,Não,Sim,Não,1,Sim,4,2,2,0,Não,Não realizado,Não,Ônibus,Não,Não
Atropelamento,2018-07-13,16:30,Norte,"-25.381266, -49.262235",Seco / Dia,Escorregadia,Não,Sim,Não,Não,1,Sim,5,3,2,0,Sim,Negativo,Sim,Carro,Não,Não
Colisão,2010-03-20,11:15,Norte,"-25.392820, -49.240368",Chuva / Dia,Escorregadia,Sim,Não,Não,Não,1,Não,1,5,3,0,Sim,Positivo,Sim,Caminhão,Sim,Não
Atropelamento,2024-08-22,00:15,Norte,"-25.407611, -49.268855",Seco / Noite,Seca,Sim,Não,Não,Sim,2,Não,1,2,1,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2022-10-08,05:45,Sul,"-25.476044, -49.296819",Neblina / Noite,Escorregadia,Não,Sim,Não,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2005-10-10,03:30,Leste,"-25.438712, -49.205277",Seco / Noite,Seca,Sim,Sim,Sim,Não,1,Sim,2,2,2,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2025-02-14,08:45,Leste,"-25.437257, -49.238715",Chuva / Dia,Seca,Não,Não,Não,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2023-01-04,05:45,Centro,"-25.416310, -49.277852",Chuva / Noite,Seca,Sim,Não,Não,Sim,4,Não,1,2,2,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2016-06-15,14:00,Centro,"-25.422849, -49.273510",Seco / Dia,Molhada,Sim,Sim,Sim,Não,1,Sim,4,5,1,0,Sim,Positivo,Sim,Bicicleta,Sim,Não
Colisão,2014-05-11,14:30,Leste,"-25.437238, -49.209344",Seco / Dia,Escorregadia,Sim,Sim,Não,Sim,4,Sim,5,2,0,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2021-10-03,21:00,Norte,"-25.383456, -49.272022",Seco / Noite,Molhada,Não,Sim,Sim,Não,1,Não,1,2,0,0,Não,Não realizado,Não,Bicicleta,Sim,Não
Queda de moto,2012-07-07,00:45,Norte,"-25.382223, -49.270647",Seco / Noite,Seca,Sim,Sim,Não,Sim,3,Sim,4,1,1,0,Não,Não realizado,Não,Caminhão,Sim,Não
Colisão,2017-01-26,05:45,Norte,"-25.398946, -49.260339",Seco / Noite,Seca,Não,Não,Sim,Sim,4,Sim,5,2,1,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2012-11-24,07:45,Leste,"-25.422482, -49.244357",Seco / Dia,Seca,Sim,Sim,Sim,Sim,4,Sim,5,3,1,0,Não,Não realizado,Sim,Carro,Não,Não
Atropelamento,2013-09-13,14:15,Leste,"-25.410052, -49.230384",Seco / Dia,Escorregadia,Sim,Sim,Sim,Não,1,Sim,2,2,1,0,Sim,Negativo,Sim,Bicicleta,Sim,Não
Colisão,2005-10-18,23:00,Centro,"-25.433177, -49.278788",Seco / Noite,Seca,Não,Sim,Não,Sim,4,Não,1,2,2,0,Sim,Negativo,Não,Caminhão,Não,Não
Queda de moto,2012-01-14,09:30,Leste,"-25.437724, -49.249180",Seco / Dia,Seca,Sim,Sim,Sim,Sim,4,Sim,2,1,1,0,Sim,Negativo,Sim,Ônibus,Sim,Não
Colisão,2022-09-25,11:45,Oeste,"-25.438694, -49.309455",Seco / Dia,Seca,Não,Não,Não,Não,1,Não,1,2,0,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Atropelamento,2015-03-07,14:15,Centro,"-25.416900, -49.284814",Seco / Dia,Escorregadia,Não,Não,Sim,Sim,2,Não,1,4,3,0,Não,Não realizado,Sim,Ônibus,Não,Não
